country	region	latency
0	245	3970
0	246	19080
0	247	7600
0	248	19760
0	249	12430
0	250	14190
0	251	19530
0	252	12260
0	253	12590
0	254	1150
0	255	6990
0	256	14060
0	257	17090
0	258	6760
0	259	10370
0	260	1154
0	261	1351
0	262	1552
0	263	52
0	264	1012
0	265	858
0	266	170
0	267	1527
0	268	1356
0	269	26
0	270	1666
0	271	1311
0	272	378
0	273	1022
0	274	589
0	275	1526
0	276	509
0	277	1729
0	278	991
0	279	1301
0	280	649
0	281	32
0	282	1135
0	283	1353
0	284	473
0	285	1201
0	286	692
0	287	885
0	288	1419
0	289	740
0	290	1456
0	291	1506
0	292	729
0	293	1038
0	294	446
0	295	1161
0	296	1458
0	297	193
0	298	353
0	299	519
0	300	1288
0	301	1345
0	302	107
0	303	1201
0	304	1999
0	305	1327
0	306	1936
0	307	817
0	308	1110
0	309	22
0	310	924
0	311	1186
0	312	989
0	313	6
0	314	1574
0	315	118
0	316	1546
0	317	1510
0	318	499
0	319	1456
0	320	181
0	321	769
0	322	1358
0	323	1623
0	324	322
0	325	1213
0	326	1973
0	327	1182
0	328	1115
0	329	1402
0	330	637
0	331	1842
0	332	1262
0	333	825
0	334	1371
0	335	464
0	336	1148
0	337	491
0	338	1961
0	339	285
0	340	210
0	341	1270
0	342	495
0	343	997
0	344	352
0	345	1838
0	346	1997
0	347	165
0	348	1644
0	349	1310
0	350	1671
0	351	1937
0	352	1024
0	353	1307
0	354	1144
0	355	1226
0	356	1669
0	357	234
0	358	1492
0	359	483
0	360	1744
0	361	1205
0	362	1109
0	363	1712
0	364	1955
0	365	203
0	366	1504
0	367	607
0	368	352
0	369	670
0	370	1244
0	371	1403
0	372	1253
0	373	1880
0	374	1491
0	375	1923
0	376	843
0	377	50
0	378	1939
0	379	379
0	380	1868
0	381	1330
0	382	525
0	383	526
0	384	1254
0	385	1938
0	386	846
0	387	341
0	388	1403
0	389	458
0	390	1865
0	391	266
0	392	197
0	393	524
0	394	817
0	395	1441
0	396	1932
0	397	1603
0	398	402
0	399	430
0	400	1588
0	401	712
0	402	1721
0	403	1190
0	404	85
0	405	406
0	406	1460
0	407	1995
0	408	254
0	409	1744
0	410	883
0	411	1247
0	412	1728
0	413	48
0	414	69
0	415	385
0	416	514
0	417	1192
0	418	1625
0	419	1325
0	420	803
0	421	1740
0	422	1294
0	423	1552
0	424	913
0	425	992
0	426	1348
0	427	1044
0	428	1947
0	429	1961
0	430	1425
0	431	73
0	432	1827
0	433	78
0	434	1117
0	435	484
0	436	1698
0	437	1799
0	438	1688
0	439	591
0	440	1948
0	441	821
0	442	1292
0	443	950
0	444	328
0	445	621
0	446	1666
0	447	1302
0	448	1724
0	449	1857
0	450	1307
0	451	236
0	452	42
0	453	702
0	454	1412
0	455	715
0	456	1100
0	457	929
0	458	187
0	459	19860
0	460	100
0	461	9860
0	462	480
0	463	10050
0	464	4790
0	465	5130
0	466	20
0	467	16940
0	468	16310
0	469	19600
0	470	17280
0	471	16560
0	472	2270
0	473	9930
0	474	7960
0	475	5310
0	476	18340
0	477	12360
0	478	18550
0	479	14280
0	480	1900
0	481	6800
0	482	18410
0	483	160
0	484	184
0	485	379
0	486	1373
0	487	1420
0	488	944
0	489	659
0	490	1857
0	491	1506
0	492	1835
0	493	125
0	494	55
0	495	1956
0	496	1866
0	497	1277
0	498	973
0	499	589
0	500	577
0	501	142
0	502	854
0	503	18
0	504	1553
0	505	1317
0	506	1250
0	507	1162
0	508	1168
0	509	996
0	510	1087
0	511	1824
0	512	1203
0	513	153
0	514	1152
0	515	1932
0	516	1725
0	517	1952
0	518	1114
0	519	1056
0	520	1501
0	521	1109
0	522	961
0	523	1036
0	524	1186
0	525	1717
0	526	226
0	527	1641
0	528	1230
0	529	16
0	530	1693
0	531	306
0	532	914
0	533	649
0	534	1369
0	535	1148
0	536	1249
0	537	1713
0	538	1033
0	539	750
0	540	22
0	541	772
0	542	93
0	543	993
0	544	1721
0	545	921
0	546	1102
0	547	1254
0	548	344
0	549	581
0	550	1640
0	551	1246
0	552	698
0	553	21
0	554	1957
0	555	538
0	556	223
0	557	966
0	558	1529
0	559	1786
0	560	300
0	561	1698
0	562	392
0	563	1157
0	564	877
0	565	149
0	566	582
0	567	132
0	568	1769
0	569	213
0	570	281
0	571	1694
0	572	652
0	573	505
0	574	596
0	575	2915
0	576	6990
0	577	820
0	578	6235
0	579	2055
0	580	3050
0	581	6185
0	582	2015
0	583	535
0	584	5010
0	585	950
0	586	5710
0	587	5000
0	588	6640
0	589	3060
0	590	3900
0	591	680
0	592	2150
0	593	880
0	594	30
0	595	400
0	596	4975
0	597	1600
0	598	7580
0	599	9645
0	600	4040
0	601	1615
0	602	3710
0	603	2355
0	604	820
0	605	8185
0	606	7225
0	607	8670
0	608	4195
0	609	7830
0	610	2135
0	611	6785
0	612	1435
0	613	25
0	614	2860
0	615	545
0	616	9695
0	617	4975
0	618	7415
0	619	4515
0	620	8730
0	621	7735
0	622	5070
0	623	4580
0	624	8435
0	625	7945
0	626	6485
0	627	70
0	628	8555
0	629	9755
0	630	1020
0	631	8220
0	632	9670
0	633	5870
0	634	9015
0	635	6160
0	636	5005
0	637	9580
0	638	3265
0	639	4560
0	640	7980
0	641	4620
0	642	995
0	643	9965
0	644	3305
0	645	9195
0	646	7410
0	647	1490
0	648	7140
0	649	2640
0	650	755
0	651	2220
0	652	2965
0	653	7920
0	654	8580
0	655	5620
0	656	5240
0	657	4445
0	658	1890
0	659	4535
0	660	5675
0	661	8010
0	662	2965
0	663	3720
0	664	8655
0	665	7860
0	666	7270
0	667	9885
0	668	945
0	669	3650
0	670	9610
0	671	3555
0	672	6090
0	673	5365
0	674	4870
0	675	9465
0	676	1355
0	677	8670
0	678	5185
0	679	6245
0	680	3625
0	681	8560
0	682	5855
0	683	1035
0	684	7670
0	685	2300
0	686	6730
0	687	14150
0	688	16260
0	689	17050
0	690	8830
0	691	2620
0	692	900
0	693	18030
0	694	7690
0	695	9900
0	696	360
0	697	10360
0	698	16250
0	699	6820
0	700	12390
0	701	4310
0	702	8290
0	703	19640
0	704	17150
0	705	370
0	706	3170
0	707	19550
0	708	13720
0	709	4820
0	710	2020
0	711	8830
0	712	8040
0	713	12350
0	714	4390
0	715	9020
0	716	18890
0	717	13850
0	718	6180
0	719	5760
0	720	11210
0	721	1130
0	722	4860
0	723	4140
0	724	9640
0	725	5940
0	726	4230
0	727	7570
0	728	18780
0	729	18900
0	730	18080
0	731	14320
0	732	13100
0	733	16680
0	734	3330
0	735	2860
0	736	1070
0	737	18150
0	738	8300
0	739	17990
0	740	5770
0	741	2610
0	742	11220
0	743	3490
0	744	1170
0	745	10410
0	746	14500
0	747	15160
0	748	2660
0	749	19050
0	750	12440
0	751	3110
0	752	17830
0	753	90
0	754	12400
0	755	14900
0	756	6160
0	757	16700
0	758	3910
0	759	14230
0	760	2910
0	761	3640
0	762	1760
0	763	17140
0	764	9610
0	765	19510
0	766	2810
0	767	1400
0	768	6440
0	769	570
0	770	11600
0	771	16940
0	772	5010
0	773	8810
0	774	495
0	775	121
0	776	1544
0	777	215
0	778	1709
0	779	1651
0	780	499
0	781	669
0	782	1234
0	783	603
0	784	233
0	785	261
0	786	1983
0	787	88
0	788	1306
0	789	511
0	790	518
0	791	259
0	792	816
0	793	1010
0	794	1188
0	795	1711
0	796	882
0	797	4380
0	798	1325
0	799	1130
0	800	7000
0	801	4555
0	802	925
0	803	5075
0	804	1635
0	805	4105
0	806	630
0	807	4755
0	808	5080
0	809	2135
0	810	7430
0	811	1235
0	812	7970
0	813	590
0	814	9440
0	815	6700
0	816	9470
0	817	6900
0	818	9270
0	819	4920
0	820	7555
0	821	7230
0	822	1610
0	823	4440
0	824	8125
0	825	7670
0	826	2690
0	827	6875
0	828	7875
0	829	5620
0	830	7065
0	831	6320
0	832	7850
0	833	275
0	834	165
0	835	7365
0	836	6550
0	837	1810
0	838	7350
0	839	4675
0	840	6715
0	841	5880
0	842	6065
0	843	5075
0	844	6270
0	845	9850
0	846	170
0	847	2180
0	848	4620
0	849	1570
0	850	590
0	851	3755
0	852	3775
0	853	2950
0	854	2290
0	855	6820
0	856	8290
0	857	6885
0	858	9525
0	859	5285
0	860	2970
0	861	8980
0	862	7720
0	863	8800
0	864	4680
0	865	3160
0	866	3245
0	867	7980
0	868	2080
0	869	9205
0	870	4955
0	871	5300
0	872	585
0	873	4765
0	874	8265
0	875	785
0	876	8455
0	877	6330
0	878	610
0	879	3395
0	880	8870
0	881	3500
0	882	4520
0	883	3980
0	884	9320
0	885	18540
0	886	19240
0	887	13490
0	888	3200
0	889	11240
0	890	10830
0	891	16820
0	892	19440
0	893	15050
0	894	8370
0	895	19310
0	896	1780
0	897	1150
0	898	6460
0	899	12020
0	900	17030
0	901	15110
0	902	800
0	903	680
0	904	15340
0	905	17600
0	906	950
0	907	6060
0	908	670
0	909	9590
0	910	13410
0	911	18400
0	912	7580
0	913	5140
0	914	5100
0	915	5660
0	916	11390
0	917	12340
0	918	11710
0	919	1380
0	920	14760
0	921	17860
0	922	5850
0	923	3020
0	924	2590
0	925	9710
0	926	19890
0	927	14630
0	928	1260
0	929	18720
0	930	10980
0	931	18070
0	932	19320
0	933	5850
0	934	18520
0	935	19740
0	936	2510
0	937	4260
0	938	12540
0	939	12230
0	940	10240
0	941	8840
0	942	4500
0	943	13020
0	944	6050
0	945	6590
0	946	16620
0	947	12960
0	948	5600
0	949	4880
0	950	3620
0	951	16160
0	952	12260
0	953	15640
0	954	15700
0	955	9600
0	956	2190
0	957	60
0	958	15040
0	959	4450
0	960	1220
0	961	2360
0	962	11780
0	963	11050
0	964	9530
0	965	15120
0	966	3320
0	967	880
0	968	3870
0	969	3080
0	970	4820
0	971	14520
0	972	9030
0	973	1525
0	974	69
0	975	226
0	976	390
0	977	1765
0	978	503
0	979	1826
0	980	1454
0	981	1482
0	982	991
0	983	1829
0	984	56
0	985	585
0	986	1390
0	987	1245
0	988	127
0	989	595
0	990	1003
0	991	964
0	992	1427
0	993	925
0	994	614
0	995	45
0	996	168
0	997	511
0	998	1181
0	999	1306
0	1000	1548
0	1001	214
0	1002	1044
0	1003	539
0	1004	811
0	1005	1201
0	1006	1590
0	1007	1177
0	1008	1260
0	1009	692
0	1010	67
0	1011	573
0	1012	1850
0	1013	1710
0	1014	83
0	1015	1429
0	1016	911
0	1017	1107
0	1018	204
0	1019	1765
0	1020	1241
0	1021	597
0	1022	1853
0	1023	1279
0	1024	1670
0	1025	608
0	1026	84
0	1027	676
0	1028	1736
0	1029	726
0	1030	1101
0	1031	1496
0	1032	432
0	1033	742
0	1034	1875
0	1035	1261
0	1036	1445
0	1037	1778
0	1038	1871
0	1039	1418
0	1040	999
0	1041	3435
0	1042	3695
0	1043	2200
0	1044	6545
0	1045	7530
0	1046	7950
0	1047	5610
0	1048	9915
0	1049	2580
0	1050	8540
0	1051	720
0	1052	915
0	1053	9095
0	1054	1565
0	1055	8270
0	1056	2655
0	1057	5390
0	1058	6050
0	1059	1525
0	1060	6695
0	1061	5340
0	1062	4650
0	1063	7685
0	1064	8800
0	1065	7960
0	1066	2920
0	1067	9465
0	1068	7285
0	1069	9490
0	1070	2045
0	1071	835
0	1072	7070
0	1073	5235
0	1074	1405
0	1075	6015
0	1076	7830
0	1077	3415
0	1078	2680
0	1079	2800
0	1080	9230
0	1081	9405
0	1082	5800
0	1083	1465
0	1084	7165
0	1085	3550
0	1086	1560
0	1087	4585
0	1088	1575
0	1089	9855
0	1090	1755
0	1091	2535
0	1092	4990
0	1093	5140
0	1094	15480
0	1095	17130
0	1096	18600
0	1097	7360
0	1098	1360
0	1099	11570
0	1100	18960
0	1101	3530
0	1102	15810
0	1103	18110
0	1104	1800
0	1105	2670
0	1106	8250
0	1107	18830
0	1108	14740
0	1109	15440
0	1110	16220
0	1111	6150
0	1112	11840
0	1113	8520
0	1114	15160
0	1115	9370
0	1116	1390
0	1117	13880
0	1118	19080
0	1119	15450
0	1120	13510
0	1121	13190
0	1122	13760
0	1123	7170
0	1124	334
0	1125	319
0	1126	677
0	1127	493
0	1128	992
0	1129	405
0	1130	1974
0	1131	361
0	1132	597
0	1133	1079
0	1134	1187
0	1135	1235
0	1136	526
0	1137	668
0	1138	106
0	1139	756
0	1140	440
0	1141	226
0	1142	243
0	1143	356
0	1144	1085
0	1145	1750
0	1146	235
0	1147	646
0	1148	1328
0	1149	908
0	1150	1806
0	1151	1165
0	1152	49
0	1153	72
0	1154	522
0	1155	1590
0	1156	1440
0	1157	1054
0	1158	1349
0	1159	293
0	1160	1834
1	0	1888
1	1	1338
1	2	663
1	3	1107
1	4	37
1	5	1212
1	6	108
1	7	770
1	8	1672
1	9	756
1	10	59
1	11	1163
1	12	1268
1	13	655
1	14	198
1	15	1453
1	16	605
1	17	1611
1	18	270
1	19	972
1	20	1666
1	21	665
1	22	1212
1	23	1625
1	24	1444
1	25	374
1	26	1449
1	27	653
1	28	1571
1	29	1258
1	30	1501
1	31	425
1	32	1912
1	33	1617
1	34	1612
1	35	596
1	36	1109
1	37	147
1	38	120
1	39	15
1	40	1278
1	41	712
1	42	107
1	43	772
1	44	1603
1	45	1879
1	46	1254
1	47	1014
1	48	1440
1	49	583
1	50	499
1	51	1198
1	52	658
1	53	1655
1	54	1507
1	55	94
1	56	865
1	57	69
1	58	1798
1	59	153
1	60	1145
1	61	218
1	62	1874
1	63	1737
1	64	652
1	65	212
1	66	333
1	67	1751
1	68	1250
1	69	1374
1	70	1362
1	71	1248
1	72	708
1	73	338
1	74	54
1	75	1303
1	76	917
1	77	109
1	78	50
1	79	210
1	80	373
1	81	359
1	82	1163
1	83	90
1	84	1465
1	85	1899
1	86	371
1	87	245
1	88	721
1	89	1014
1	90	66
1	91	1820
1	92	1823
1	93	1953
1	94	1050
1	95	9125
1	96	9045
1	97	1970
1	98	820
1	99	6310
1	100	1400
1	101	9785
1	102	3485
1	103	475
1	104	1610
1	105	8015
1	106	9760
1	107	9425
1	108	1545
1	109	7585
1	110	9410
1	111	2055
1	112	8370
1	113	8505
1	114	3720
1	115	2215
1	116	730
1	117	7785
1	118	3225
1	119	4850
1	120	5590
1	121	4595
1	122	3050
1	123	9560
1	124	4700
1	125	5600
1	126	8755
1	127	585
1	128	4800
1	129	9180
1	130	7385
1	131	4135
1	132	8415
1	133	805
1	134	4590
1	135	6875
1	136	625
1	137	2220
1	138	115
1	139	905
1	140	7820
1	141	5455
1	142	4940
1	143	1555
1	144	695
1	145	2140
1	146	8125
1	147	9950
1	148	7395
1	149	165
1	150	4650
1	151	8950
1	152	6790
1	153	7295
1	154	2050
1	155	3795
1	156	1940
1	157	675
1	158	7695
1	159	3375
1	160	6730
1	161	8765
1	162	5830
1	163	4860
1	164	3780
1	165	2615
1	166	9235
1	167	3975
1	168	8930
1	169	2570
1	170	425
1	171	2445
1	172	5090
1	173	7275
1	174	810
1	175	6000
1	176	1585
1	177	8880
1	178	8315
1	179	5620
1	180	2440
1	181	15390
1	182	18830
1	183	7620
1	184	5920
1	185	10780
1	186	2410
1	187	6150
1	188	19860
1	189	14020
1	190	9100
1	191	11430
1	192	4460
1	193	9280
1	194	10130
1	195	6490
1	196	12870
1	197	8370
1	198	18060
1	199	9490
1	200	530
1	201	19090
1	202	5120
1	203	18180
1	204	2730
1	205	12350
1	206	3250
1	207	18840
1	208	4550
1	209	14680
1	210	1260
1	211	9830
1	212	8800
1	213	13010
1	214	2880
1	215	18220
1	216	19740
1	217	16880
1	218	15920
1	219	11560
1	220	1340
1	221	8060
1	222	11630
1	223	1110
1	224	4210
1	225	5860
1	226	13170
1	227	8740
1	228	4530
1	229	15030
1	230	12750
1	231	14890
1	232	4890
1	233	11230
1	234	14800
1	235	8270
1	236	8140
1	237	11600
1	238	10530
1	239	15640
1	240	10050
1	241	16390
1	242	18710
1	243	16490
1	244	8890
1	245	2780
1	246	8470
1	247	4570
1	248	5590
1	249	14830
1	250	9030
1	251	15180
1	252	14460
1	253	8140
1	254	17890
1	255	17910
1	256	1990
1	257	11080
1	258	4870
1	259	1770
1	260	311
1	261	1531
1	262	1055
1	263	169
1	264	1055
1	265	900
1	266	1624
1	267	1278
1	268	112
1	269	976
1	270	70
1	271	1315
1	272	476
1	273	1545
1	274	1943
1	275	792
1	276	78
1	277	1185
1	278	1209
1	279	156
1	280	1000
1	281	1760
1	282	309
1	283	371
1	284	1828
1	285	1419
1	286	1469
1	287	1822
1	288	77
1	289	1236
1	290	1567
1	291	1529
1	292	353
1	293	756
1	294	1175
1	295	1425
1	296	606
1	297	864
1	298	386
1	299	1188
1	300	615
1	301	1918
1	302	678
1	303	530
1	304	1943
1	305	713
1	306	1406
1	307	1321
1	308	1600
1	309	591
1	310	1005
1	311	672
1	312	1414
1	313	371
1	314	1805
1	315	326
1	316	83
1	317	49
1	318	1973
1	319	406
1	320	578
1	321	1352
1	322	1763
1	323	1141
1	324	588
1	325	1890
1	326	637
1	327	1347
1	328	1793
1	329	409
1	330	1500
1	331	674
1	332	882
1	333	1770
1	334	23
1	335	1358
1	336	439
1	337	659
1	338	1183
1	339	1280
1	340	236
1	341	1277
1	342	1182
1	343	1155
1	344	432
1	345	1597
1	346	1998
1	347	1118
1	348	1005
1	349	404
1	350	977
1	351	1072
1	352	974
1	353	519
1	354	1130
1	355	1764
1	356	1957
1	357	1060
1	358	141
1	359	210
1	360	522
1	361	734
1	362	113
1	363	1199
1	364	1029
1	365	1522
1	366	418
1	367	1054
1	368	1504
1	369	1368
1	370	281
1	371	1795
1	372	293
1	373	715
1	374	368
1	375	1002
1	376	552
1	377	1831
1	378	1093
1	379	1721
1	380	1523
1	381	548
1	382	779
1	383	1690
1	384	1207
1	385	118
1	386	1751
1	387	1510
1	388	265
1	389	559
1	390	839
1	391	557
1	392	595
1	393	1015
1	394	63
1	395	1229
1	396	1977
1	397	5
1	398	1718
1	399	1559
1	400	536
1	401	267
1	402	1025
1	403	191
1	404	147
1	405	404
1	406	1777
1	407	360
1	408	1563
1	409	552
1	410	1965
1	411	1068
1	412	430
1	413	997
1	414	1395
1	415	1287
1	416	1000
1	417	473
1	418	551
1	419	959
1	420	331
1	421	1010
1	422	345
1	423	1748
1	424	472
1	425	1059
1	426	713
1	427	479
1	428	684
1	429	1361
1	430	365
1	431	1396
1	432	1827
1	433	1828
1	434	391
1	435	1189
1	436	1946
1	437	664
1	438	1075
1	439	1846
1	440	1898
1	441	1862
1	442	1767
1	443	824
1	444	411
1	445	599
1	446	1208
1	447	696
1	448	1470
1	449	421
1	450	1444
1	451	1585
1	452	384
1	453	184
1	454	747
1	455	623
1	456	1344
1	457	1298
1	458	455
1	459	17120
1	460	14230
1	461	14180
1	462	5040
1	463	17320
1	464	16270
1	465	17470
1	466	2530
1	467	4240
1	468	14760
1	469	14600
1	470	12310
1	471	1480
1	472	1670
1	473	9140
1	474	11940
1	475	4090
1	476	14670
1	477	5940
1	478	6740
1	479	16000
1	480	4940
1	481	15300
1	482	190
1	483	1315
1	484	57
1	485	1959
1	486	1364
1	487	1001
1	488	1566
1	489	1808
1	490	1391
1	491	426
1	492	1646
1	493	540
1	494	705
1	495	1288
1	496	683
1	497	739
1	498	974
1	499	576
1	500	1543
1	501	1633
1	502	300
1	503	91
1	504	166
1	505	1204
1	506	25
1	507	475
1	508	870
1	509	794
1	510	273
1	511	908
1	512	1925
1	513	1277
1	514	466
1	515	1640
1	516	357
1	517	139
1	518	1813
1	519	1799
1	520	1918
1	521	522
1	522	1536
1	523	299
1	524	1822
1	525	754
1	526	1031
1	527	1833
1	528	331
1	529	1122
1	530	576
1	531	1929
1	532	1261
1	533	1209
1	534	1744
1	535	668
1	536	919
1	537	1429
1	538	998
1	539	228
1	540	1068
1	541	1836
1	542	977
1	543	691
1	544	1929
1	545	1130
1	546	214
1	547	1820
1	548	1811
1	549	787
1	550	99
1	551	1301
1	552	362
1	553	1480
1	554	104
1	555	286
1	556	1839
1	557	1786
1	558	442
1	559	1750
1	560	151
1	561	819
1	562	1239
1	563	1652
1	564	1081
1	565	1864
1	566	895
1	567	891
1	568	1451
1	569	1566
1	570	1307
1	571	1691
1	572	1814
1	573	574
1	574	1903
1	575	7015
1	576	7720
1	577	9720
1	578	4325
1	579	1555
1	580	3400
1	581	1815
1	582	2795
1	583	5775
1	584	8900
1	585	1635
1	586	1200
1	587	3850
1	588	2505
1	589	8215
1	590	7920
1	591	4200
1	592	5
1	593	7170
1	594	6825
1	595	2005
1	596	3695
1	597	9630
1	598	7970
1	599	2850
1	600	1195
1	601	925
1	602	2870
1	603	6110
1	604	2295
1	605	7545
1	606	4135
1	607	3165
1	608	6630
1	609	3480
1	610	3220
1	611	4855
1	612	8130
1	613	8305
1	614	2925
1	615	7010
1	616	2400
1	617	2570
1	618	5970
1	619	4915
1	620	5605
1	621	1075
1	622	5230
1	623	4495
1	624	740
1	625	5035
1	626	3220
1	627	3355
1	628	1475
1	629	4610
1	630	6370
1	631	1700
1	632	5070
1	633	1460
1	634	5250
1	635	1090
1	636	8405
1	637	9160
1	638	9760
1	639	1160
1	640	225
1	641	3145
1	642	3900
1	643	6835
1	644	20
1	645	1345
1	646	1790
1	647	3790
1	648	8475
1	649	295
1	650	960
1	651	7310
1	652	5705
1	653	8820
1	654	3740
1	655	4390
1	656	4595
1	657	4710
1	658	9870
1	659	3280
1	660	5
1	661	6610
1	662	5530
1	663	955
1	664	7345
1	665	4355
1	666	5630
1	667	4745
1	668	8125
1	669	550
1	670	9795
1	671	9505
1	672	995
1	673	880
1	674	1330
1	675	8345
1	676	650
1	677	4490
1	678	375
1	679	6385
1	680	600
1	681	9015
1	682	8695
1	683	4755
1	684	9530
1	685	11090
1	686	18350
1	687	16770
1	688	17190
1	689	12300
1	690	4770
1	691	17200
1	692	15450
1	693	7020
1	694	8360
1	695	15600
1	696	17880
1	697	3140
1	698	3390
1	699	14780
1	700	5950
1	701	8750
1	702	14220
1	703	6430
1	704	11990
1	705	1690
1	706	440
1	707	9400
1	708	10270
1	709	12390
1	710	2250
1	711	14550
1	712	18080
1	713	10900
1	714	17540
1	715	1370
1	716	4360
1	717	19770
1	718	18530
1	719	10190
1	720	10250
1	721	430
1	722	15350
1	723	18810
1	724	17760
1	725	15170
1	726	17060
1	727	6870
1	728	5310
1	729	170
1	730	2550
1	731	7250
1	732	17370
1	733	13890
1	734	2910
1	735	18790
1	736	10520
1	737	7990
1	738	540
1	739	8920
1	740	14220
1	741	3790
1	742	12500
1	743	4060
1	744	5070
1	745	8120
1	746	12350
1	747	19810
1	748	16120
1	749	1060
1	750	17210
1	751	510
1	752	5780
1	753	7780
1	754	19850
1	755	12100
1	756	6820
1	757	8940
1	758	10180
1	759	10870
1	760	4480
1	761	18520
1	762	6000
1	763	13650
1	764	11810
1	765	18330
1	766	5240
1	767	7210
1	768	13820
1	769	14520
1	770	3420
1	771	3140
1	772	17760
1	773	5990
1	774	1202
1	775	1674
1	776	510
1	777	1844
1	778	1299
1	779	1284
1	780	1747
1	781	1497
1	782	1066
1	783	1139
1	784	69
1	785	698
1	786	1947
1	787	1055
1	788	1780
1	789	1584
1	790	1835
1	791	1977
1	792	597
1	793	1276
1	794	780
1	795	395
1	796	609
1	797	3095
1	798	1370
1	799	4785
1	800	8100
1	801	4600
1	802	7180
1	803	2085
1	804	1440
1	805	7555
1	806	3515
1	807	1495
1	808	4915
1	809	2040
1	810	4600
1	811	9680
1	812	1835
1	813	6045
1	814	2415
1	815	640
1	816	3650
1	817	9400
1	818	9365
1	819	2505
1	820	5740
1	821	7460
1	822	6350
1	823	5705
1	824	3005
1	825	4205
1	826	8335
1	827	2405
1	828	8460
1	829	7075
1	830	2665
1	831	9375
1	832	3885
1	833	1840
1	834	7465
1	835	6780
1	836	7885
1	837	470
1	838	3075
1	839	3260
1	840	5380
1	841	1290
1	842	7000
1	843	3225
1	844	9690
1	845	7245
1	846	2650
1	847	1825
1	848	5180
1	849	7430
1	850	1455
1	851	7730
1	852	2680
1	853	7370
1	854	430
1	855	2690
1	856	1405
1	857	9150
1	858	3305
1	859	1485
1	860	5535
1	861	295
1	862	3710
1	863	1675
1	864	6280
1	865	7940
1	866	9455
1	867	1955
1	868	490
1	869	9850
1	870	3955
1	871	1265
1	872	4560
1	873	685
1	874	7600
1	875	5035
1	876	7620
1	877	1900
1	878	1700
1	879	9675
1	880	345
1	881	4395
1	882	4165
1	883	1805
1	884	5450
1	885	4320
1	886	8560
1	887	15780
1	888	7730
